sourceSystemName,lastEventType,flightDate,flightNumber,Origin,Destination,FleetType,AircraftRegistration
VISOPS,ETA,2025-02-17,1083,LAX,SEA,737-900E,N462AS
VISOPS,ETD,2025-02-17,432,SAN,TPA,737-800E,N557AS
VISOPS,OUT,2025-02-17,518,SEA,SLC,737-900W,N318AS
VISOPS,ETA,2025-02-17,663,PDX,PHX,737-900R,N298AK
VISOPS,BOARDEND,2025-02-17,2,SEA,DCA,737-800,N526AS
VISOPS,ETA,2025-02-17,413,ORD,PDX,737-800E,N516AS
VISOPS,OUT,2025-02-17,1095,SMF,SEA,737-900W,N309AS
VISOPS,ETD,2025-02-17,54,PSP,JFK,737-M9E,N915AK
VISOPS,OUT,2025-02-17,1403,CUN,SEA,737-M9E,N967AK
VISOPS,OUT,2025-02-17,609,LAS,SEA,737-800E,N587AS
VISOPS,OUT,2025-02-17,7,DCA,SFO,737-800E,N535AS
VISOPS,OUT,2025-02-17,806,OGG,SAN,737-M9E,N706AL
VISOPS,OUT,2025-02-17,894,KOA,SAN,737-M9E,N912AK
VISOPS,OUT,2025-02-17,903,PVR,SEA,737-800E,N569AS
VISOPS,ETA,2025-02-17,507,IAD,SAN,737-900E,N403AS
VISOPS,AMEND,2025-02-17,16,SEA,JFK,737-M9E,N935AK
VISOPS,BOARDEND,2025-02-17,1276,PDX,PSP,737-M9E,N954AK
VISOPS,OUT,2025-02-17,131,SEA,ANC,737-M9E,N985AK
VISOPS,OUT,2025-02-17,853,SEA,HNL,737-M9E,N942AK
VISOPS,BOARDEND,2025-02-17,569,MSY,SEA,737-900R,N247AK
VISOPS,BOARDMID,2025-02-17,3,DCA,SEA,737-800E,N538AS
VISOPS,BOARDEND,2025-02-17,523,RNO,SEA,737-800,N525AS
VISOPS,OUT,2025-02-17,1202,SEA,SNA,737-800,N546AS
VISOPS,BOARDEND,2025-02-17,688,SEA,LAS,737-M8E,N801AK
VISOPS,BOARDEND,2025-02-17,778,PDX,LAS,737-900R,N287AK
VISOPS,BOARDEND,2025-02-17,17,JFK,SEA,737-900R,N260AK
VISOPS,OUT,2025-02-17,840,LIH,SEA,737-800E,N590AS
VISOPS,BAGCAROUSEL,2025-02-17,497,ATL,SEA,737-900E,N408AS
VISOPS,BOARDSTART,2025-02-17,396,SFO,LAS,737-800E,N594AS
VISOPS,PAXGATEARRIVAL,2025-02-17,35,SFO,JFK,737-900R,N281AK
VISOPS,ETA,2025-02-17,816,HNL,SEA,737-M9E,N291BT
VISOPS,BOARDSTART,2025-02-17,1204,PDX,SAN,737-800E,N529AS
VISOPS,BOARDMID,2025-02-17,477,EWR,SEA,737-900R,N272AK
VISOPS,ETA,2025-02-17,89,ANC,ADQ,737-800E,N558AS
VISOPS,BOARDSTART,2025-02-17,918,SEA,SJC,737-900R,N253AK
VISOPS,BOARDSTART,2025-02-17,1059,SFO,SEA,737-M8E,N806AK
VISOPS,ETA,2025-02-17,1160,PDX,LAX,737-M9E,N707AL
VISOPS,PAXGATEARRIVAL,2025-02-17,66,JNU,SEA,737-700W,N613AS
VISOPS,BOARDSTART,2025-02-17,515,PAE,PHX,737-900,N302AS
VISOPS,BOARDSTART,2025-02-17,156,FAI,ANC,737-M9E,N929AK
VISOPS,BOARDSTART,2025-02-17,1413,GDL,LAX,737-900E,N487AS
VISOPS,BOARDSTART,2025-02-17,1191,SNA,SEA,737-800E,N532AS
VISOPS,RELEASE,2025-02-17,744,SEA,PHX,737-M9E,N934AK
VISOPS,BOARDSTART,2025-02-17,1147,LAX,SEA,737-900E,N468AS
VISOPS,BAGCAROUSEL,2025-02-17,517,FLL,SEA,737-M9E,N949AK
VISOPS,RELEASE,2025-02-17,1115,SJC,SEA,737-800E,N518AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,1355,CUN,LAX,737-M8E,N803AK
VISOPS,ETD,2025-02-17,917,MCO,SEA,737-M9E,N920AK
OPS360,IRROP,2025-02-17,7025,ANC,OTZ,737-800F,N583AS
VISOPS,ETA,2025-02-17,176,JNU,SEA,737-M9E,N947AK
VISOPS,BAGCAROUSEL,2025-02-17,345,CMH,SEA,737-900E,N435AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,1401,SJD,SEA,737-M9E,N943AK
VISOPS,RELEASE,2025-02-17,524,SEA,DEN,737-900E,N413AS
VISOPS,RELEASE,2025-02-17,226,ANC,SEA,737-800E,N564AS
VISOPS,RELEASE,2025-02-17,997,LAX,SJD,737-900E,N428AS
VISOPS,AMEND,2025-02-17,364,BOS,SEA,737-900E,N453AS
VISOPS,RELEASE,2025-02-17,641,TUS,SEA,737-M9E,N722AL
VISOPS,BAGCAROUSEL,2025-02-17,443,PHL,SEA,737-M9E,N713AL
VISOPS,ETA,2025-02-17,391,IND,SEA,737-M9E,N946AK
VISOPS,RELEASE,2025-02-17,834,HNL,PDX,737-M9E,N984AK
VISOPS,RELEASE,2025-02-17,739,PHX,SEA,737-900E,N407AS
VISOPS,ETA,2025-02-17,279,EWR,SFO,737-900E,N472AS
VISOPS,RELEASE,2025-02-17,691,PSP,SEA,737-900R,N214AK
VISOPS,RELEASE,2025-02-17,19,JFK,PDX,737-900E,N419AS
VISOPS,PAXGATEARRIVAL,2025-02-17,393,CVG,SEA,737-900E,N448AS
VISOPS,RELEASE,2025-02-17,67,JNU,ANC,737-800E,N570AS
VISOPS,RELEASE,2025-02-17,485,CHS,SEA,737-M9E,N709AL
VISOPS,RELEASE,2025-02-17,1182,SEA,PSP,737-800,N553AS
VISOPS,ETA,2025-02-17,765,MCO,SMF,737-800,N551AS
VISOPS,RELEASE,2025-02-17,9,DCA,PDX,737-800E,N596AS
VISOPS,RELEASE,2025-02-17,51,ANC,BRW,737-700W,N644AS
VISOPS,RELEASE,2025-02-17,862,OGG,SEA,737-M9E,N705AL
VISOPS,RELEASE,2025-02-17,411,BNA,SEA,737-M9E,N932AK
VISOPS,RELEASE,2025-02-17,1315,LAX,PDX,737-800E,N508AS
VISOPS,RELEASE,2025-02-17,736,SEA,BUR,737-800E,N581AS
VISOPS,RELEASE,2025-02-17,1140,SEA,SFO,737-800,N549AS
VISOPS,RELEASE,2025-02-17,460,SEA,BOS,737-900R,N265AK
VISOPS,PAXGATEDEPARTURE,2025-02-17,1411,PVR,SEA,737-800E,N513AS
VISOPS,PAXGATEARRIVAL,2025-02-17,351,IAD,SEA,737-900R,N251AK
OPS360,IRROP,2025-02-17,1193,PDX,LAX,737-800E,N519AS
VISOPS,RELEASE,2025-02-17,1086,SEA,ONT,737-900W,N319AS
VISOPS,AMEND,2025-02-17,346,SEA,MCO,737-900R,N288AK
VISOPS,PAXGATEARRIVAL,2025-02-17,415,DFW,SEA,737-M9E,N961AK
VISOPS,RELEASE,2025-02-17,1094,SEA,SMF,737-900E,N434AS
VISOPS,RELEASE,2025-02-17,541,AUS,PDX,737-900W,N307AS
VISOPS,PAXGATEARRIVAL,2025-02-17,808,KOA,SEA,737-800E,N536AS
VISOPS,RELEASE,2025-02-17,353,ORD,SEA,737-900R,N294AK
VISOPS,RELEASE,2025-02-17,962,SEA,GEG,737-900R,N282AK
VISOPS,ETA,2025-02-17,1092,SEA,LAX,737-M9E,N708AL
VISOPS,RELEASE,2025-02-17,230,SEA,ANC,737-700W,N615AS
VISOPS,RELEASE,2025-02-17,849,HNL,PAE,737-800E,N565AS
VISOPS,RELEASE,2025-02-17,1371,LAX,SEA,737-800E,N593AS
VISOPS,RELEASE,2025-02-17,403,LAS,SEA,737-900R,N268AK
VISOPS,RELEASE,2025-02-17,9671,ANC,RDB,737-800E,N589AS
VISOPS,RELEASE,2025-02-17,1042,SBP,SEA,737-700W,N618AS
VISOPS,PAXGATEARRIVAL,2025-02-17,1265,SAN,SEA,737-800E,N577AS
VISOPS,ETA,2025-02-17,615,DEN,SEA,737-900E,N440AS
OPS360,IRROP,2025-02-17,7010,BET,ANC,737-700F,N627AS
VISOPS,ETA,2025-02-17,1138,SEA,SBA,737-800E,N560AS
VISOPS,PAXGATEARRIVAL,2025-02-17,337,SFO,PDX,737-900E,N474AS
VISOPS,ETA,2025-02-17,1352,LAX,SJO,737-M8E,N804AK
VISOPS,ETA,2025-02-17,632,SEA,PHX,737-900R,N278AK
VISOPS,ETA,2025-02-17,811,SEA,HNL,737-M9E,N983AK
VISOPS,ETA,2025-02-17,1291,BUR,SEA,737-800,N548AS
VISOPS,PAXGATEARRIVAL,2025-02-17,155,OME,ANC,737-700W,N607AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,1142,SEA,SAN,737-800E,N530AS
VISOPS,ETA,2025-02-17,287,EWR,LAX,737-900E,N457AS
VISOPS,ETA,2025-02-17,1339,CUN,LAX,737-900E,N442AS
VISOPS,ETA,2025-02-17,88,ADQ,ANC,737-800E,N558AS
VISOPS,BAGCAROUSEL,2025-02-17,1078,SFO,SEA,737-800E,N537AS
VISOPS,GATEIN,2025-02-17,1267,MSY,PDX,737-M9E,N719AL
VISOPS,GATEIN,2025-02-17,1423,SJD,PDX,737-900E,N492AS
VISOPS,ETA,2025-02-17,86,ANC,SCC,737-700W,N609AS
VISOPS,ETA,2025-02-17,628,SEA,SLC,737-800,N552AS
VISOPS,PAXGATEARRIVAL,2025-02-17,1229,SNA,SEA,737-800E,N534AS
VISOPS,RELEASE,2025-02-17,7098,JNU,SEA,737-800F,N584AS
VISOPS,ETA,2025-02-17,440,MIA,PDX,737-M9E,N975AK
VISOPS,ETA,2025-02-17,830,HNL,SJC,737-900E,N471AS
VISOPS,ETA,2025-02-17,510,SLC,SEA,737-900W,N318AS
VISOPS,PAXGATEARRIVAL,2025-02-17,439,IAH,SEA,737-900E,N469AS
VISOPS,ETA,2025-02-17,1085,SNA,PDX,737-800E,N512AS
VISOPS,ETA,2025-02-17,311,BOS,PDX,737-900R,N263AK
VISOPS,ETA,2025-02-17,637,PHX,SEA,737-900,N303AS
VISOPS,PAXGATEARRIVAL,2025-02-17,399,MCO,SFO,737-M9E,N710AL
VISOPS,GATEIN,2025-02-17,301,MCO,PDX,737-M9E,N723AL
VISOPS,PAXGATEDEPARTURE,2025-02-17,72,SEA,FAI,737-M9E,N933AK
VISOPS,ETA,2025-02-17,1468,SEA,LAX,737-900W,N309AS
VISOPS,PAXGATEARRIVAL,2025-02-17,597,ORD,SFO,737-900R,N224AK
VISOPS,GATEIN,2025-02-17,1415,LIR,LAX,737-800E,N517AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,680,PDX,PHX,737-900E,N486AS
VISOPS,PAXGATEARRIVAL,2025-02-17,671,ANC,OGG,737-M9E,N929AK
VISOPS,ETA,2025-02-17,1353,LAX,GUA,737-M8E,N805AK
VISOPS,PAXGATEDEPARTURE,2025-02-17,730,SEA,LAS,737-900R,N270AK
VISOPS,ETA,2025-02-17,428,SEA,PHX,737-M9E,N966AK
VISOPS,GATEIN,2025-02-17,1269,BNA,PDX,737-900R,N267AK
VISOPS,PAXGATEARRIVAL,2025-02-17,313,AUS,SEA,737-900R,N292AK
VISOPS,PAXGATEDEPARTURE,2025-02-17,341,SEA,SJC,737-M9E,N973AK
VISOPS,ETA,2025-02-17,896,HNL,SEA,737-900E,N493AS
VISOPS,PAXGATEARRIVAL,2025-02-17,589,DAL,SEA,737-M9E,N928AK
VISOPS,ETA,2025-02-17,1301,LAX,SEA,737-900R,N296AK
VISOPS,PAXGATEARRIVAL,2025-02-17,1186,SAN,SEA,737-900E,N495AS
VISOPS,PAXGATEARRIVAL,2025-02-17,662,PHX,PDX,737-900R,N298AK
VISOPS,ETA,2025-02-17,248,ANC,SEA,737-M9E,N724AL
VISOPS,ETA,2025-02-17,898,OGG,PDX,737-M9E,N703AL
VISOPS,ETA,2025-02-17,779,LAS,PDX,737-900R,N287AK
VISOPS,PAXGATEARRIVAL,2025-02-17,278,PDX,LAX,737-800,N527AS
VISOPS,ETA,2025-02-17,770,LIH,PDX,737-800E,N566AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,489,SJD,SMF,737-M9E,N982AK
VISOPS,PAXGATEARRIVAL,2025-02-17,617,PSP,PDX,737-M9E,N954AK
VISOPS,PAXGATEDEPARTURE,2025-02-17,382,SEA,BNA,737-900R,N236AK
VISOPS,ETA,2025-02-17,32,LAS,PAE,737-800E,N594AS
VISOPS,ETA,2025-02-17,881,ANC,KOA,737-900E,N402AS
OPS360,IRROP,2025-02-17,7026,OTZ,ANC,737-800F,N583AS
VISOPS,ETA,2025-02-17,1100,PDX,SNA,737-800E,N563AS
VISOPS,PAXGATEARRIVAL,2025-02-17,1367,PVR,LAX,737-M9E,N953AK
VISOPS,PAXGATEARRIVAL,2025-02-17,1046,SJC,SEA,737-900R,N253AK
VISOPS,PAXGATEDEPARTURE,2025-02-17,422,SEA,IAH,737-900E,N467AS
VISOPS,BAGCAROUSEL,2025-02-17,971,SFO,SEA,737-800E,N592AS
VISOPS,PAXGATEARRIVAL,2025-02-17,964,GEG,SEA,737-900R,N282AK
VISOPS,ETA,2025-02-17,728,PDX,LAS,737-800E,N559AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,594,SEA,AUS,737-900E,N462AS
VISOPS,GATEOUT,2025-02-17,1345,PVR,SFO,737-M9E,N926AK
VISOPS,GATEIN,2025-02-17,1203,SNA,SEA,737-800,N546AS
VISOPS,ETA,2025-02-17,509,SEA,ABQ,737-M8E,N806AK
VISOPS,ETD,2025-02-17,1294,SAN,PDX,737-800E,N529AS
VISOPS,ETA,2025-02-17,868,KOA,PDX,737-M9E,N969AK
VISOPS,PAXGATEARRIVAL,2025-02-17,1318,SEA,SFO,737-800E,N532AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,120,SEA,ANC,737-M9E,N990AK
VISOPS,PAXGATEARRIVAL,2025-02-17,1054,SEA,LAX,737-M9E,N977AK
VISOPS,PAXGATEDEPARTURE,2025-02-17,538,SEA,ORD,737-M9E,N972AK
VISOPS,AIRCRAFT,2025-02-17,372,SEA,DFW,737-900R,N264AK
VISOPS,PAXGATEDEPARTURE,2025-02-17,534,SFO,AUS,737-900R,N266AK
VISOPS,PAXGATEDEPARTURE,2025-02-17,839,SEA,LIH,737-800E,N587AS
VISOPS,PAXGATEARRIVAL,2025-02-17,1122,PDX,SAN,737-M9E,N720AL
VISOPS,AIRCRAFT,2025-02-17,388,SEA,STL,737-800,N525AS
VISOPS,ETA,2025-02-17,139,LAX,PDX,737-M9E,N707AL
VISOPS,PAXGATEDEPARTURE,2025-02-17,608,SEA,PHX,737-M9E,N931AK
VISOPS,ETA,2025-02-17,866,HNL,LAX,737-M9E,N936AK
VISOPS,PAXGATEARRIVAL,2025-02-17,837,SJC,HNL,737-M9E,N919AK
VISOPS,PAXGATEARRIVAL,2025-02-17,1098,SEA,SAN,737-M9E,N958AK
VISOPS,PAXGATEARRIVAL,2025-02-17,52,BRW,ANC,737-700W,N644AS
VISOPS,GATEOUT,2025-02-17,45,ANC,BET,737-800E,N562AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,656,SEA,HNL,737-900E,N409AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,69,KTN,JNU,737-800,N528AS
VISOPS,GATEIN,2025-02-17,805,SEA,OGG,737-M9E,N917AK
VISOPS,PAXGATEARRIVAL,2025-02-17,1102,PHX,SEA,737-900,N302AS
VISOPS,RELEASE,2025-02-17,9691,RDB,ANC,737-800E,N589AS
VISOPS,PAXGATEARRIVAL,2025-02-17,452,SMF,SEA,737-900E,N434AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,484,SEA,MCI,737-900E,N491AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,386,SEA,MSP,737-M9E,N913AK
VISOPS,AIRCRAFT,2025-02-17,640,SFO,LAS,737-800,N549AS
VISOPS,PAXGATEARRIVAL,2025-02-17,157,SFO,SEA,737-900R,N297AK
VISOPS,GATEIN,2025-02-17,141,PHX,ANC,737-M9E,N934AK
VISOPS,ETA,2025-02-17,876,HNL,SFO,737-900E,N423AS
VISOPS,AIRCRAFT,2025-02-17,928,SEA,SNA,737-800E,N518AS
VISOPS,BAGCAROUSEL,2025-02-17,1071,SAN,SEA,737-900R,N274AK
VISOPS,ETA,2025-02-17,525,DEN,SEA,737-900E,N413AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,339,SEA,LAS,737-M9E,N960AK
VISOPS,PAXGATEDEPARTURE,2025-02-17,801,SEA,KOA,737-900E,N464AS
VISOPS,PAXGATEARRIVAL,2025-02-17,998,SJD,LAX,737-900E,N428AS
VISOPS,ETA,2025-02-17,1062,PDX,BUR,737-900E,N474AS
VISOPS,BAGCAROUSEL,2025-02-17,1183,PSP,SEA,737-800,N553AS
VISOPS,ETA,2025-02-17,1194,SEA,SMF,737-900E,N468AS
VISOPS,GATEIN,2025-02-17,1150,BUR,SEA,737-800E,N581AS
VISOPS,BAGCAROUSEL,2025-02-17,1399,ONT,SEA,737-900W,N319AS
VISOPS,PAXGATEARRIVAL,2025-02-17,601,LAS,SEA,737-M8E,N801AK
VISOPS,ETA,2025-02-17,701,PDX,LAS,737-800E,N533AS
VISOPS,PAXGATEARRIVAL,2025-02-17,87,SCC,ANC,737-700W,N609AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,1201,LAX,LAS,737-800E,N519AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,1295,PDX,SFO,737-800E,N508AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,1168,SEA,BUR,737-900R,N214AK
VISOPS,BAGCAROUSEL,2025-02-17,1139,SBA,SEA,737-800E,N560AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,177,ANC,ADQ,737-800E,N558AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,827,ANC,HNL,737-M9E,N985AK
VISOPS,PAXGATEARRIVAL,2025-02-17,715,SLC,SEA,737-800,N552AS
VISOPS,PAXGATEARRIVAL,2025-02-17,1093,LAX,SEA,737-900R,N238AK
VISOPS,GATEIN,2025-02-17,1288,SEA,SNA,737-800E,N564AS
VISOPS,PAXGATEARRIVAL,2025-02-17,193,LAX,ANC,737-900E,N487AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,1131,SEA,SAN,737-M9E,N918AK
VISOPS,PAXGATEDEPARTURE,2025-02-17,224,SEA,TUS,737-900R,N268AK
VISOPS,GATEIN,2025-02-17,871,LAX,SFO,737-M9E,N708AL
VISOPS,PAXGATEARRIVAL,2025-02-17,228,SEA,ANC,737-900E,N407AS
VISOPS,ETA,2025-02-17,1005,SAN,SFO,737-M9E,N971AK
VISOPS,PAXGATEARRIVAL,2025-02-17,1158,PDX,SNA,737-800E,N516AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,1014,SEA,SFO,737-800E,N537AS
VISOPS,PAXGATEARRIVAL,2025-02-17,1223,SEA,LAX,737-800E,N593AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,924,SEA,RDM,737-800,N524AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,133,SEA,EUG,737-M9E,N952AK
VISOPS,PAXGATEARRIVAL,2025-02-17,53,PHX,SEA,737-900R,N278AK
VISOPS,GATEIN,2025-02-17,798,SEA,LAS,737-900W,N318AS
VISOPS,ETA,2025-02-17,321,SEA,DEN,737-900E,N440AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,1004,SEA,GEG,737-M9E,N947AK
VISOPS,PAXGATEDEPARTURE,2025-02-17,644,SEA,PHX,737-900E,N479AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,1022,SEA,PSC,737-M9E,N722AL
VISOPS,PAXGATEDEPARTURE,2025-02-17,1034,SEA,BOI,737-800E,N534AS
OPS360,IRROP,2025-02-17,71,SEA,JNU,737-700W,N622AS
VISOPS,ETA,2025-02-17,134,PDX,PHX,737-800E,N512AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,144,SAN,GEG,737-M9E,N706AL
VISOPS,ETA,2025-02-17,97,SEA,FAI,737-M9E,N941AK
VISOPS,GATEIN,2025-02-17,607,LAS,SFO,737-900R,N270AK
VISOPS,AIRCRAFT,2025-02-17,514,PHX,PAE,737-900E,N486AS
VISOPS,PAXGATEARRIVAL,2025-02-17,46,BET,ANC,737-800E,N562AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,1310,SEA,SJC,737-800,N548AS
VISOPS,PAXGATEARRIVAL,2025-02-17,1185,SJC,SEA,737-M9E,N973AK
VISOPS,PAXGATEDEPARTURE,2025-02-17,1280,LAX,GEG,737-M9E,N716AL
VISOPS,PAXGATEDEPARTURE,2025-02-17,1003,SEA,ONT,737-900R,N247AK
VISOPS,ETA,2025-02-17,711,LAS,PDX,737-800E,N559AS
VISOPS,GATEOUT,2025-02-17,70,JNU,SIT,737-700W,N615AS
VISOPS,GATEIN,2025-02-17,1159,SNA,PDX,737-800E,N563AS
VISOPS,PAXGATEARRIVAL,2025-02-17,146,SEA,PDX,737-800E,N592AS
VISOPS,ETA,2025-02-17,1055,LAX,SEA,737-900W,N309AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,1156,SEA,SAN,737-900,N303AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,135,PDX,LAX,737-M9E,N954AK
VISOPS,PAXGATEDEPARTURE,2025-02-17,194,SAN,SJC,737-M9E,N979AK
VISOPS,PAXGATEDEPARTURE,2025-02-17,394,SEA,MCO,737-900E,N408AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,360,SEA,TPA,737-M9E,N943AK
VISOPS,PAXGATEARRIVAL,2025-02-17,1292,SEA,LAX,737-900R,N253AK
VISOPS,ETA,2025-02-17,197,PDX,ANC,737-M9E,N984AK
VISOPS,PAXGATEARRIVAL,2025-02-17,1162,PDX,SAN,737-900W,N307AS
VISOPS,ETA,2025-02-17,37,PAE,LAS,737-800E,N594AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,158,SEA,SFO,737-900E,N435AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,1152,SEA,OAK,737-M9E,N961AK
VISOPS,ETA,2025-02-17,1075,PDX,FLL,737-800E,N529AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,192,SEA,SJC,737-M9E,N946AK
VISOPS,PAXGATEDEPARTURE,2025-02-17,307,SEA,IAD,737-M9E,N291BT
VISOPS,PAXGATEDEPARTURE,2025-02-17,1016,SEA,RNO,737-M9E,N932AK
VISOPS,PAXGATEDEPARTURE,2025-02-17,173,SEA,SMF,737-M9E,N967AK
VISOPS,ETA,2025-02-17,1026,LAX,PDX,737-M9E,N977AK
VISOPS,ETA,2025-02-17,1066,PDX,ONT,737-M9E,N707AL
VISOPS,PAXGATEARRIVAL,2025-02-17,1082,FAI,ANC,737-M9E,N933AK
OPS360,PAXGATEDEPARTURE,2025-02-17,955,SEA,PDX,737-900R,N294AK
VISOPS,PAXGATEDEPARTURE,2025-02-17,143,SEA,ANC,737-M9E,N724AL
VISOPS,PAXGATEDEPARTURE,2025-02-17,1020,SAN,MCO,737-M9E,N912AK
VISOPS,PAXGATEDEPARTURE,2025-02-17,959,SEA,GEG,737-900R,N274AK
VISOPS,PAXGATEDEPARTURE,2025-02-17,957,SEA,PDX,737-M8E,N801AK
VISOPS,PAXGATEDEPARTURE,2025-02-17,492,SEA,ATL,737-900E,N448AS
VISOPS,ETA,2025-02-17,1372,LAX,LIR,737-900E,N428AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,225,SEA,ANC,737-900R,N296AK
VISOPS,ETA,2025-02-17,755,KOA,ANC,737-900E,N494AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,223,SEA,FAI,737-700W,N618AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,536,SEA,BOS,737-800E,N513AS
VISOPS,GATEOUT,2025-02-17,520,SEA,FLL,737-M9E,N705AL
VISOPS,ETA,2025-02-17,828,HNL,ANC,737-M9E,N983AK
VISOPS,ETA,2025-02-17,1322,LAX,GDL,737-M9E,N953AK
VISOPS,GATEOUT,2025-02-17,576,SEA,DFW,737-M9E,N928AK
VISOPS,PAXGATEDEPARTURE,2025-02-17,461,SEA,ORD,737-M9E,N973AK
VISOPS,GATEOUT,2025-02-17,68,ANC,PHX,737-900R,N293AK
VISOPS,AIRCRAFT,2025-02-17,1068,ANC,FAI,737-M9E,N933AK
VISOPS,PAXGATEARRIVAL,2025-02-17,802,HNL,SEA,737-M9E,N942AK
VISOPS,PAXGATEARRIVAL,2025-02-17,814,OGG,SEA,737-M9E,N929AK
VISOPS,PAXGATEARRIVAL,2025-02-17,880,KOA,SEA,737-900E,N402AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,892,HNL,SAN,737-M9E,N919AK
VISOPS,PAXGATEARRIVAL,2025-02-17,810,LIH,SEA,737-800E,N587AS
VISOPS,ETA,2025-02-17,893,HNL,SEA,737-900E,N409AS
VISOPS,PAXGATEDEPARTURE,2025-02-17,672,OGG,ANC,737-M9E,N917AK
